false,58,01/04/1953
Cars,true,44
false,18,12/14/1949
true,19,07/30/1980
false,56,01/22/1969
true,46,03/01/1992
true,53,08/04/1957
false,51,11/05/2045
false,61,06/23/2048
true,51,09/01/1983
true,26,08/31/1916
true,52,07/17/1921
true,31,05/05/1956
false,53,07/19/2020
false,48,02/17/1970
false,41,01/31/2052
true,61,03/03/2011
false,38,12/20/1952
true,22,07/09/1976
true,58,05/13/1907
false,37,03/18/2041
true,48,05/14/2035
true,54,07/29/1997
true,34,06/14/1937
true,44,02/15/1929
true,64,01/04/2033
false,32,04/01/1912
true,50,06/11/1913
false,36,12/29/2036
false,51,12/28/2034
true,45,10/07/2069
false,59,06/25/1909
true,63,07/20/1930
false,65,06/07/2038
true,43,03/01/2004
false,31,04/30/1958
true,52,08/22/1932
false,57,01/04/2059
true,18,07/18/2020
true,35,06/08/2066
false,30,02/11/1981
true,18,03/29/1904
true,62,12/14/1944
false,42,05/14/1919
false,50,07/25/1924
true,39,01/09/1943
false,22,05/03/1924
false,58,09/12/1901
true,63,05/18/1942
true,27,09/04/1981
true,60,06/14/1913
false,56,03/06/1931
false,46,03/28/2064
false,55,02/25/1998
true,25,11/01/1994
true,58,05/03/1987
true,19,01/02/2024
false,51,10/02/1948
false,22,06/28/1964
false,20,08/31/1934
true,30,02/16/1972
true,43,04/24/2024
true,37,07/15/1957
false,60,10/07/2044
true,62,02/25/1994
true,50,09/12/2046
false,18,11/10/1990
false,50,07/29/1983
false,40,12/30/1908
false,44,11/11/2069
false,44,11/13/2067
true,21,01/05/1961
true,64,05/20/1951
true,26,11/29/2017
true,20,11/29/1942
false,28,04/30/2069
true,57,02/10/1995
false,21,09/30/2035
true,55,04/12/1966
false,35,04/06/2070
true,32,07/27/2000
false,51,03/12/2019
false,26,12/07/2058
false,38,08/14/2020
false,51,07/05/1965
true,64,06/19/2046
true,47,01/14/1994
false,59,09/07/1977
false,39,03/22/1965
false,54,06/08/1935
true,46,09/16/1908
false,38,10/28/2007
false,43,04/23/2044
true,30,02/19/2060
false,55,02/25/1940
true,41,05/02/1956
true,62,09/07/1999
false,18,07/18/1986
false,25,10/16/2028
true,30,04/30/1904
true,46,10/29/2019
false,43,02/23/1911
false,20,06/11/2013
false,51,09/11/1942
true,32,10/01/2016
true,63,09/11/2062
true,48,09/07/1941
true,30,12/10/1997
true,42,12/31/1949
false,44,10/02/2051
false,50,10/28/1925
true,64,07/04/1975
false,44,11/13/2015
true,32,12/23/2062
true,35,04/03/1921
true,35,09/30/1953
false,27,05/19/2033
false,37,05/31/2058
false,33,12/13/1931
false,29,08/07/1950
true,53,09/26/1971
true,63,04/19/2047
true,46,11/24/2021
false,54,07/15/1908
false,23,06/13/2003
false,22,10/29/2051
false,37,11/01/2041
true,48,11/10/2013
false,31,02/20/1928
true,27,03/22/1937
true,58,02/26/1957
false,23,02/09/2053
true,26,06/18/1953
true,49,08/21/2017
true,27,02/16/2042
true,58,03/19/1957
true,19,11/08/1961
false,40,04/30/2015
true,39,10/06/1932
true,60,03/05/1924
true,35,11/15/1991
true,63,08/18/1964
false,27,11/20/1989
true,50,10/02/1971
true,18,04/27/1996
false,19,04/19/1998
false,48,08/31/1909
false,45,10/17/1901
false,33,08/10/1956
true,46,03/23/2069
false,53,10/06/1941
true,53,11/29/1984
true,27,04/02/1916
true,61,03/17/2067
true,47,01/07/2061
false,64,05/24/1934
true,63,03/31/1995
true,63,09/11/1979
false,49,01/23/1928
true,24,03/28/1955
false,18,03/04/2054
false,39,08/06/1942
true,26,08/29/1993
true,60,06/15/1999
true,37,11/22/1975
true,31,05/03/1928
false,59,04/23/1954
false,61,03/22/1929
true,34,07/29/1953
false,55,12/20/2008
true,38,07/15/1930
false,63,03/26/1971
true,49,04/12/1922
false,34,09/01/2002
false,40,06/28/1962
false,43,04/16/2041
true,35,08/08/2031
false,42,04/27/1996
true,63,05/26/2044
true,37,12/26/2064
false,44,02/17/1979
true,19,05/06/1959
false,41,08/01/2033
false,30,11/07/1901
false,60,08/06/2035
true,26,09/10/1902
true,44,11/11/2044
true,45,06/12/2032
false,38,06/07/2048
false,33,06/02/1997
true,23,07/17/2029
false,59,11/07/2026
false,33,07/16/2051
false,52,01/06/1999
false,44,05/30/2057
false,64,11/04/2046
true,21,10/29/1904
true,36,01/01/2068
true,25,05/30/1984
false,34,09/28/1937
false,50,07/27/2050
false,44,01/05/1943
true,31,11/07/1997
false,61,10/23/2033
true,36,12/01/2049
true,34,05/11/2052
true,52,06/30/2014
true,30,06/17/1980
false,46,06/28/1957
false,43,03/20/2064
false,44,10/18/1997
true,41,01/28/1957
false,57,02/07/1946
true,41,10/04/1959
false,63,09/12/2035
true,31,08/03/1911
true,36,08/30/1932
true,56,11/24/2034
true,19,02/13/1931
false,22,07/17/1972
false,61,08/27/2014
true,39,08/08/1910
false,57,06/02/2004
true,52,10/11/1909
true,48,05/18/1958
true,38,10/03/2023
false,60,09/22/1948
true,30,10/05/1951
true,31,10/18/2043
false,29,04/04/2009
false,64,07/22/1936
false,19,07/26/2001
false,35,10/03/2070
false,32,06/12/2031
true,30,12/13/2036
false,41,01/04/1901
false,47,05/13/1950
false,24,01/03/2021
false,61,03/16/2029
false,28,12/13/1989
true,25,09/14/2001
false,35,06/04/2043
false,53,12/27/1979
true,25,07/10/1950
true,35,07/27/2003
true,58,12/27/2061
true,23,09/29/1937
true,53,09/21/1943
true,47,02/25/2048
false,18,08/26/1915
false,43,03/17/1972
false,33,09/14/2010
false,60,12/18/2035
false,48,01/02/1933
false,62,01/14/2004
false,48,05/06/1977
true,43,04/14/2032
true,36,07/31/2035
false,65,10/11/2022
false,33,10/22/1901
false,56,12/05/1926
true,43,03/14/1903
false,45,12/22/1901
true,55,01/21/2002
true,52,10/01/1992
false,64,01/26/2038
false,32,02/14/1902
false,30,09/15/2050
false,60,01/09/2043
true,54,06/24/2031
false,44,05/17/2006
true,27,05/22/2067
true,46,03/11/1912
true,22,05/29/1993
false,33,06/28/2030
false,46,01/05/2049
false,56,02/22/2060
true,52,01/28/2070
false,21,09/25/1995
false,62,06/16/2067
true,33,05/15/1944
true,36,05/30/1972
true,28,05/30/2042
false,59,06/06/1925
false,61,02/22/2054
false,29,12/01/1976
true,33,02/02/1901
true,34,01/20/2014
false,63,08/24/2049
true,31,08/04/1968
false,38,01/05/2017
true,28,12/12/2035
false,30,07/17/1959
true,58,11/03/1993
true,19,10/15/1909
false,18,04/12/2002
false,56,07/22/1979
false,60,11/06/1970
true,25,03/31/1922
true,50,01/11/1979
false,56,08/12/1994
true,57,05/17/1957
true,23,02/03/2062
true,60,05/11/1970
true,19,10/24/2019
true,51,12/15/1987
true,46,02/03/2068
true,50,03/14/1994
true,52,05/10/1947
true,65,01/31/2062
false,57,10/13/1954
true,51,01/22/2060
false,63,08/24/2013
true,51,07/15/2068
false,22,07/26/1926
false,22,04/21/1914
false,42,01/13/1981
false,42,01/14/2070
true,35,10/28/1989
false,62,01/20/1919
false,61,09/12/2015
true,48,10/17/1927
false,34,09/02/1924
true,58,05/07/1995
true,21,08/15/1924
false,45,08/18/2069
false,53,11/25/1974
true,26,07/27/1918
true,32,07/21/2021
false,35,03/19/1975
false,53,04/07/1972
false,42,05/31/1933
true,19,10/10/1990
false,52,02/16/2062
false,42,03/12/2021
false,23,12/20/1943
true,22,10/20/2051
false,42,02/20/1916
false,59,05/23/1913
Mercy,18,03/07/1939
true,58,03/04/1987
false,26,06/02/2059
false,58,Rose
false,65,10/05/1934
false,51,11/07/2027
false,40,01/05/1909
false,56,07/16/1932
true,53,11/17/1929
false,63,02/20/1985
true,40,10/08/1959
true,51,04/15/1924
true,55,05/04/1955
